RunId,iteration,Step,green,yellow,red,total,cumulative_distance,step_green_zero,step_yellow_zero,step_red_zero,step_total_zero,step_all_zero,cleaned,steps_executed,disposed_green,disposed_yellow,disposed_red,disposed_total,n_green_agents,n_yellow_agents,n_red_agents,n_green_waste,n_yellow_waste,n_red_waste,width,height,exploration_share_interval_steps,policy_profile_green,policy_profile_yellow,policy_profile_red,seed,config
0,0,32,10,7,17,34,453,,,,,,False,32,0,1,8,9,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,33,10,7,17,34,449,,,,,,False,33,0,1,8,9,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,34,10,7,16,33,443,,,,,,False,34,0,1,9,10,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,35,10,7,16,33,443,,,,,,False,35,0,1,9,10,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,36,10,7,16,33,437,,,,,,False,36,0,1,9,10,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,37,10,7,16,33,435,,,,,,False,37,0,1,9,10,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,38,10,7,16,33,430,,,,,,False,38,0,1,9,10,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,39,10,7,16,33,422,,,,,,False,39,0,1,9,10,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,40,10,7,15,32,414,,,,,,False,40,0,1,10,11,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,41,10,7,15,32,403,,,,,,False,41,0,1,10,11,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,42,10,7,15,32,396,,,,,,False,42,0,1,10,11,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,43,10,7,15,32,387,,,,,,False,43,0,1,10,11,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,44,10,7,15,32,379,,,,,,False,44,0,1,10,11,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,45,10,7,15,32,370,,,,,,False,45,0,1,10,11,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,46,10,7,15,32,370,,,,,,False,46,0,1,10,11,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,47,10,7,14,31,363,,,,,,False,47,0,1,11,12,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,48,10,7,14,31,354,,,,,,False,48,0,1,11,12,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,49,10,7,14,31,347,,,,,,False,49,0,1,11,12,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,50,10,7,13,30,339,,,,,,False,50,0,1,12,13,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,51,10,7,13,30,339,,,,,,False,51,0,1,12,13,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,52,10,7,13,30,333,,,,,,False,52,0,1,12,13,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,53,10,7,13,30,331,,,,,,False,53,0,1,12,13,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,54,10,7,12,29,328,,,,,,False,54,0,1,13,14,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,55,10,7,12,29,331,,,,,,False,55,0,1,13,14,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,56,10,7,12,29,328,,,,,,False,56,0,1,13,14,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,57,10,7,11,28,323,,,,,,False,57,0,1,14,15,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,58,10,7,11,28,321,,,,,,False,58,0,1,14,15,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,59,10,7,10,27,319,,,,,,False,59,0,1,15,16,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,60,10,7,10,27,319,,,,,,False,60,0,1,15,16,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,61,10,7,10,27,317,,,,,,False,61,0,1,15,16,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,62,10,7,10,27,314,,,,,,False,62,0,1,15,16,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,63,10,7,10,27,314,,,,,,False,63,0,1,15,16,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,64,10,7,10,27,308,,,,,,False,64,0,1,15,16,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,65,10,7,10,27,307,,,,,,False,65,0,1,15,16,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,66,10,7,9,26,298,,,,,,False,66,0,1,16,17,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,67,10,7,9,26,295,,,,,,False,67,0,1,16,17,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,68,10,7,9,26,287,,,,,,False,68,0,1,16,17,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,69,10,7,9,26,280,,,,,,False,69,0,1,16,17,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,70,10,6,9,25,272,,,,,,False,70,0,2,16,18,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,71,10,6,9,25,263,,,,,,False,71,0,2,16,18,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,72,10,6,9,25,255,,,,,,False,72,0,2,16,18,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,73,10,6,9,25,247,,,,,,False,73,0,2,16,18,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,74,10,6,8,24,239,,,,,,False,74,0,2,17,19,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,75,10,6,8,24,231,,,,,,False,75,0,2,17,19,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,76,10,6,8,24,231,,,,,,False,76,0,2,17,19,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,77,10,5,8,23,224,,,,,,False,77,0,3,17,20,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,78,10,5,8,23,221,,,,,,False,78,0,3,17,20,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,79,10,5,8,23,218,,,,,,False,79,0,3,17,20,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
0,0,80,9,5,8,22,213,,,,,,False,80,1,3,17,21,14,14,14,18,18,18,22,22,10,widespread_com_smart_explo,widespread_com_smart_explo,widespread_com_smart_explo,4000,"A(g14,y14,r14)-W(g18,y18,r18)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)"
